CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1
719776608,"$3,126.00",0,3126.0,1388,41,0.0,0.824,0.464
709220583,"$4,670.00",0,4670.0,2256,56,0.0,0.883,0.6
719555733,"$2,162.00",1592,570.0,1736,42,0.736,0.547,0.615
740852733,"$10,155.00",1805,8350.0,1685,49,0.178,0.673,0.815
709528308,"$15,242.00",1170,14072.0,1876,57,0.077,0.496,0.5
715127208,"$34,516.00",2517,31999.0,1699,48,0.073,0.697,0.846
817144458,"$1,438.30",1228,210.3,2580,67,0.854,1.132,0.971
710628783,"$34,516.00",1140,33376.0,1445,45,0.033,0.815,0.957
772145658,"$16,043.00",2036,14007.0,1394,28,0.127,0.7,0.75
739594758,"$3,181.00",2517,664.0,818,16,0.791,0.595,0.455
789198708,"$27,088.00",0,27088.0,1135,24,0.0,0.581,0.846
720953658,"$5,688.00",914,4774.0,1824,53,0.161,1.099,1.038
771330558,"$10,462.00",1824,8638.0,1267,31,0.174,0.736,0.55
714078558,"$5,249.00",0,5249.0,1315,31,0.0,0.758,0.722
712207683,"$5,155.00",684,4471.0,1555,37,0.133,0.588,0.48
788826408,"$10,705.00",1352,9353.0,2434,58,0.126,1.171,0.812
790128033,"$16,494.00",1348,15146.0,1302,36,0.082,0.759,0.385
718082208,"$6,469.00",2351,4118.0,1717,50,0.363,1.018,0.667
712037358,"$5,146.00",1773,3373.0,1509,45,0.345,0.879,0.667
711711483,"$2,800.00",2448,352.0,1433,40,0.874,0.549,0.481
718861458,"$5,159.00",1532,3627.0,1826,37,0.297,0.787,0.609
709426608,"$5,248.00",1816,3432.0,2305,45,0.346,0.696,0.731
811457058,"$5,881.00",2005,3876.0,1931,56,0.341,0.659,0.806
773073558,"$1,467.00",896,571.0,1731,54,0.611,0.692,0.5
715937133,"$4,999.00",2299,2700.0,1601,48,0.46,0.716,0.5
713480583,"$4,668.00",0,4668.0,1612,47,0.0,0.89,1.474
716383683,"$1,438.30",0,1438.3,1338,28,0.0,0.7,0.867
713693958,"$8,638.00",0,8638.0,1295,29,0.0,0.489,0.381
715443708,"$9,343.00",1286,8057.0,1385,31,0.138,0.712,0.722
770769483,"$2,256.00",775,1481.0,1749,33,0.344,0.879,0.435
789326808,"$8,267.00",1720,6547.0,1917,37,0.208,0.633,0.48
712105533,"$2,235.00",1638,597.0,2905,56,0.733,0.912,0.806
720674133,"$3,735.00",2027,1708.0,1672,48,0.543,0.79,0.655
779216358,"$2,111.00",0,2111.0,773,17,0.0,0.531,0.133
717322833,"$10,604.00",1988,8616.0,1578,30,0.187,0.644,0.579
710279508,"$21,782.00",1006,20776.0,1537,35,0.046,0.654,0.591
712168833,"$2,133.00",1469,664.0,1426,37,0.689,0.831,0.682
780581508,"$16,677.00",1590,15087.0,1410,37,0.095,0.885,0.609
711957708,"$2,717.00",1591,1126.0,2064,33,0.586,1.596,1.062
778782858,"$3,980.00",930,3050.0,4449,82,0.234,0.72,0.608
712924383,"$8,411.00",979,7432.0,990,22,0.116,1.029,0.375
709366458,"$2,227.00",1394,833.0,1972,41,0.626,1.481,0.864
796990908,"$34,516.00",1872,32644.0,2227,61,0.054,1.068,1.103
715702758,"$1,860.00",0,1860.0,1731,29,0.0,0.992,0.611
788974608,"$2,829.00",2342,487.0,1561,41,0.828,0.991,1.05
714790008,"$3,764.00",0,3764.0,1572,57,0.0,0.583,0.357
787438983,"$4,559.00",1664,2895.0,1652,37,0.365,0.871,0.609
713834358,ERR_VAL,1492,3209.0,1679,32,0.317,0.805,0.455
710084883,"$1,631.00",0,1631.0,2962,57,0.0,1.893,1.111
710736558,"$8,096.00",1474,6622.0,1794,41,0.182,0.789,0.783
788915283,"$2,304.00",1589,715.0,1273,36,0.69,0.872,0.895
714916758,"$5,210.00",0,5210.0,1309,45,0.0,0.531,0.607
789611283,"$5,452.00",2091,3361.0,1347,30,0.384,0.813,0.5
773288958,"$7,475.00",1473,6002.0,1592,30,0.197,0.775,0.429
811721133,"$2,359.00",1242,1117.0,2021,50,0.526,1.043,0.613
813961233,"$4,237.00",1676,2561.0,2465,88,0.396,0.786,0.725
783020958,"$18,582.00",794,17788.0,1836,46,0.043,0.717,0.586
715764483,"$7,202.00",974,6228.0,1397,33,0.135,0.517,0.5
798110358,"$1,438.30",0,1438.3,1417,35,0.0,0.693,0.591
715745508,"$11,221.00",1279,9942.0,1564,45,0.114,1.116,1.647
714350658,"$18,889.00",1880,17009.0,2979,55,0.1,0.702,0.774
826478958,"$2,066.00",1601,465.0,1578,41,0.775,0.742,0.414
719127558,"$34,516.00",1075,33441.0,3015,65,0.031,0.727,0.477
712454958,"$2,742.00",1416,1326.0,1539,38,0.516,0.761,1.111
718561458,"$20,050.00",1225,18825.0,1306,26,0.061,0.907,0.238
822984108,"$3,046.00",2279,767.0,2330,69,0.748,0.611,0.643
719469333,"$6,193.00",695,5498.0,2456,69,0.112,0.632,0.725
720871383,"$5,634.00",1996,3638.0,2366,49,0.354,1.589,0.69
788827308,"$4,507.00",1574,2933.0,1793,38,0.349,0.744,0.652
710180958,"$3,040.00",2517,523.0,1598,31,0.828,0.493,0.476
778346283,"$21,006.00",1905,19101.0,1856,57,0.091,0.701,0.781
787547208,"$7,326.00",1710,5616.0,1852,62,0.233,1.171,1.0
714983283,"$3,651.00",0,3651.0,862,19,0.0,0.977,1.111
789344358,"$3,416.00",2468,948.0,1536,42,0.722,0.598,0.556
710406633,"$3,664.00",0,3664.0,1168,31,0.0,0.839,0.409
767653233,"$6,085.00",930,5155.0,3154,59,0.153,1.307,0.967
719461008,"$22,332.00",1748,20584.0,1318,28,0.078,0.841,0.647
789731433,"$2,063.00",1390,673.0,2602,42,0.674,0.877,0.556
775198608,"$4,429.00",0,4429.0,1970,40,0.0,1.065,0.818
717567333,"$3,991.00",1982,2009.0,1661,35,0.497,0.748,0.944
772794108,"$2,201.00",651,1550.0,3165,65,0.296,0.825,0.585
712072908,"$2,852.00",736,2116.0,1382,40,0.258,0.386,0.29
709328733,"$9,723.00",2459,7264.0,1258,24,0.253,0.444,1.0
788107683,"$5,325.00",1318,4007.0,1814,43,0.248,1.045,0.593
713757633,"$7,427.00",1303,6124.0,1596,42,0.175,0.61,0.909
713279808,"$5,619.00",1310,4309.0,1816,30,0.233,1.276,1.143
712440483,"$5,413.00",1836,3577.0,1164,43,0.339,0.766,0.593
715078383,"$7,646.00",1010,6636.0,1667,47,0.132,0.421,0.469
709214358,"$2,420.00",1422,998.0,1362,24,0.588,0.731,0.714
778399008,"$4,252.00",0,4252.0,1598,45,0.0,0.478,0.324
811534983,"$2,031.00",1069,962.0,1943,47,0.526,0.87,0.621
719728383,"$6,861.00",1598,5263.0,2228,39,0.233,2.103,0.95
718726833,"$3,327.00",0,3327.0,1665,36,0.0,1.089,0.636
780605508,"$2,885.00",1433,1452.0,1170,23,0.497,1.017,0.769
719450508,"$7,272.00",2037,5235.0,2333,56,0.28,0.795,0.697
711213108,"$34,516.00",0,34516.0,2305,60,0.0,0.845,0.714
708488208,"$2,515.00",1922,593.0,2231,58,0.764,1.181,0.611
717206508,"$2,798.00",1806,992.0,1543,35,0.645,0.765,0.591
821836008,"$34,516.00",2099,32417.0,1233,26,0.061,0.629,0.857
807244983,"$1,438.30",680,758.3,2283,55,0.473,0.512,0.571
821872758,"$12,609.00",2517,10092.0,2121,49,0.2,0.833,0.531
809959683,"$19,159.00",2108,17051.0,1813,52,0.11,0.69,0.576
715079208,"$9,642.00",2517,7125.0,1401,35,0.261,0.614,0.458
767049258,"$8,396.00",1672,6724.0,1475,35,0.199,0.602,0.75
709579383,"$6,978.00",1148,5830.0,1362,26,0.165,1.645,1.0
781923483,"$2,459.00",1733,726.0,2309,62,0.705,1.216,0.632
718654533,"$12,956.00",0,12956.0,2492,56,0.0,1.053,0.931
716169258,"$7,128.00",1560,5568.0,1468,44,0.219,0.573,0.76
713908683,"$18,749.00",1314,17435.0,1381,33,0.07,0.711,0.435
708212658,"$2,193.00",1260,933.0,1799,47,0.575,0.886,0.567
756013833,"$4,522.00",1861,2661.0,1806,38,0.412,0.957,0.727
719358333,"$2,157.00",574,1583.0,1663,33,0.266,0.825,0.32
713735508,"$11,927.00",675,11252.0,1986,36,0.057,0.574,0.636
805259733,"$11,341.00",0,11341.0,1731,46,0.0,0.412,0.586
738749733,"$7,345.00",1814,5531.0,1390,30,0.247,0.472,0.25
814833408,"$6,036.00",1409,4627.0,1741,45,0.233,0.56,0.364
719182308,"$2,096.00",1567,529.0,1559,49,0.748,0.778,1.042
818497758,"$1,906.00",1271,635.0,1343,37,0.667,0.574,0.682
719518308,"$5,039.00",0,5039.0,1390,23,0.0,0.757,0.769
709991883,"$6,214.00",1147,5067.0,938,35,0.185,0.861,0.75
770901258,"$1,512.00",810,702.0,2558,44,0.536,1.294,0.571
711499158,"$34,516.00",733,33783.0,3018,60,0.021,1.229,0.538
720445533,"$3,346.00",922,2424.0,1276,21,0.276,0.913,0.75
809951133,"$34,516.00",0,34516.0,2115,24,0.0,1.203,0.263
714657108,"$6,660.00",1362,5298.0,2660,51,0.205,1.36,0.759
789048858,"$2,234.00",1865,369.0,2115,59,0.835,0.732,0.439
771816408,"$9,671.00",704,8967.0,2955,66,0.073,0.699,0.941
798158808,"$6,605.00",1479,5126.0,2017,47,0.224,0.739,0.679
787685658,"$3,083.00",1898,1185.0,1448,30,0.616,1.042,2.0
720141408,"$5,456.00",951,4505.0,1096,27,0.174,0.737,0.588
788699808,"$4,394.00",0,4394.0,1538,43,0.0,0.889,0.536
708216108,"$4,088.00",1557,2531.0,2250,39,0.381,1.248,0.857
715074258,"$3,930.00",0,3930.0,2067,42,0.0,0.758,0.355
771653583,"$4,188.00",1147,3041.0,1276,25,0.274,1.042,1.083
717374358,"$3,637.00",1998,1639.0,2161,56,0.549,1.412,0.931
720836808,"$11,521.00",1147,10374.0,2260,68,0.1,1.023,1.125
818701383,"$2,253.00",1667,586.0,1641,45,0.74,0.884,0.667
717277833,"$2,339.00",2080,259.0,2294,45,0.889,1.067,0.452
778137108,"$30,503.00",2517,27986.0,1860,47,0.083,0.462,0.306
720973833,"$4,596.00",0,4596.0,2872,62,0.0,0.93,0.722
768490458,"$5,701.00",2517,3184.0,961,32,0.442,0.716,0.524
751487358,"$3,221.00",0,3221.0,1765,40,0.0,0.678,0.6
712742808,"$3,022.00",1142,1880.0,1184,21,0.378,0.403,0.615
712820208,"$2,699.00",1609,1090.0,2141,56,0.596,0.893,0.806
794649858,"$2,210.00",1624,586.0,1287,37,0.735,0.627,0.48
755262933,"$1,438.30",0,1438.3,1446,38,0.0,0.77,0.81
709541433,"$2,041.00",1687,354.0,1555,45,0.827,0.677,0.552
820622433,"$3,250.00",1698,1552.0,2006,58,0.522,0.767,0.568
712586583,"$1,643.00",1101,542.0,2152,50,0.67,0.713,0.471
709816158,"$34,516.00",0,34516.0,2183,60,0.0,0.791,1.069
712196508,"$29,543.00",1164,28379.0,1015,27,0.039,0.717,0.35
767269908,"$3,158.00",0,3158.0,2973,63,0.0,1.209,0.969
710927733,"$2,899.00",1999,900.0,1687,35,0.69,0.832,0.591
711310908,"$2,972.00",2160,812.0,2552,62,0.727,0.956,0.676
788862333,"$5,645.00",0,5645.0,1527,32,0.0,1.05,0.455
713194608,"$2,463.00",1751,712.0,2171,58,0.711,0.854,0.758
793550958,"$1,438.30",0,1438.3,1501,40,0.0,0.8,0.739
712607583,"$34,516.00",1477,33039.0,2395,50,0.043,1.234,0.724
713921058,"$2,897.00",1601,1296.0,1337,25,0.553,0.878,0.471
709183683,"$5,391.00",0,5391.0,1971,56,0.0,1.075,0.6
713407458,"$2,870.00",2284,586.0,3946,74,0.796,0.661,0.574
715241583,"$23,959.00",2517,21442.0,1870,45,0.105,0.926,0.667
710475408,"$14,918.00",2028,12890.0,2171,35,0.136,1.342,1.059
708971583,"$3,590.00",1924,1666.0,1472,37,0.536,0.573,0.762
714547458,"$2,297.00",0,2297.0,1941,51,0.0,0.511,0.417
827631483,"$25,058.00",1710,23348.0,2053,55,0.068,0.613,0.528
711159108,"$7,418.00",396,7022.0,911,26,0.053,0.826,1.0
789262683,"$3,012.00",0,3012.0,1315,23,0.0,0.538,0.278
712940508,"$4,562.00",1721,2841.0,1896,50,0.377,0.896,1.5
789733008,"$10,723.00",1529,9194.0,2938,63,0.143,1.426,0.703
714703158,"$1,578.00",760,818.0,2017,43,0.482,0.709,0.955
710255208,"$2,094.00",1560,534.0,1969,41,0.745,0.537,0.367
779236083,"$4,138.00",0,4138.0,2420,50,0.0,1.168,0.613
713438358,"$5,417.00",1904,3513.0,1768,56,0.351,0.496,0.556
715973583,"$34,516.00",1047,33469.0,1378,30,0.03,0.61,0.429
794113758,"$9,592.00",1968,7624.0,1821,55,0.205,0.61,0.447
709452633,"$8,881.00",2145,6736.0,2027,49,0.242,0.705,0.815
788210583,"$1,438.30",0,1438.3,1843,49,0.0,0.795,0.581
717784983,"$3,893.00",1157,2736.0,1536,39,0.297,1.169,0.773
786557358,"$3,242.00",799,2443.0,1424,37,0.246,0.459,0.028
768460908,"$6,035.00",1392,4643.0,1551,32,0.231,0.361,0.6
718899708,"$17,642.00",1846,15796.0,2148,54,0.105,0.72,0.862
714697533,"$4,327.00",0,4327.0,2344,48,0.0,0.624,0.297
713206683,"$34,516.00",0,34516.0,1028,26,0.0,0.64,0.3
708679383,"$4,852.00",1777,3075.0,1775,55,0.366,0.667,1.037
713067033,"$7,147.00",1424,5723.0,2539,50,0.199,0.821,1.273
789314133,"$10,320.00",1799,8521.0,1754,45,0.174,0.75,0.5
713956308,"$3,297.00",2297,1000.0,1894,56,0.697,0.744,0.556
711595833,"$9,981.00",807,9174.0,1456,30,0.081,0.655,0.667
779521533,"$3,329.00",1092,2237.0,1978,33,0.328,1.466,0.833
715225458,"$5,991.00",1993,3998.0,1867,53,0.333,0.673,0.767
716487408,"$3,235.00",2517,718.0,1637,43,0.778,1.091,0.87
719338383,"$6,259.00",1063,5196.0,1836,50,0.17,0.668,0.515
710523333,"$2,541.00",1616,925.0,1416,27,0.636,0.417,0.588
787489083,"$21,351.00",2517,18834.0,1887,32,0.118,0.818,0.882
720747633,"$8,998.00",1471,7527.0,1931,48,0.163,0.844,0.371
779480658,"$10,247.00",1600,8647.0,1754,44,0.156,0.63,0.692
711498258,"$20,311.00",1655,18656.0,1266,34,0.081,0.431,0.308
709316433,"$33,182.00",1997,31185.0,1630,43,0.06,0.755,0.87
778734108,"$1,686.00",1252,434.0,1758,42,0.743,0.575,1.1
778388358,"$4,742.00",855,3887.0,870,24,0.18,0.635,0.5
716773533,"$1,726.00",1215,511.0,1712,48,0.704,1.175,0.548
822130683,"$8,420.00",1389,7031.0,1114,34,0.165,0.522,0.545
717268458,"$3,352.00",1713,1639.0,1952,50,0.511,0.657,0.667
827888433,"$6,648.00",2242,4406.0,2089,60,0.337,0.79,0.579
716522583,"$2,335.00",1845,490.0,1362,33,0.79,0.537,0.269
789415983,"$12,397.00",1001,11396.0,1888,42,0.081,0.756,0.448
719819958,"$1,438.30",708,730.3,2243,43,0.492,1.212,0.483
769579608,"$2,240.00",1601,639.0,3795,70,0.715,0.833,0.75
772353408,"$5,330.00",1161,4169.0,1441,43,0.218,0.558,0.387
716615583,"$1,795.00",794,1001.0,1834,59,0.442,0.953,1.107
781131483,"$5,741.00",1894,3847.0,2170,51,0.33,1.111,0.962
719101908,"$2,002.00",1248,754.0,1585,40,0.623,0.502,0.905
720521808,"$25,662.00",1515,24147.0,1484,36,0.059,0.556,0.636
718136283,"$22,103.00",1515,20588.0,1541,29,0.069,0.506,0.318
778855383,"$1,438.30",0,1438.3,1975,40,0.0,1.028,0.6
779722308,"$12,355.00",0,12355.0,1044,28,0.0,0.912,0.273
818926833,"$2,000.00",0,2000.0,1944,42,0.0,0.782,0.75
721217283,"$8,713.00",1354,7359.0,2094,36,0.155,0.558,0.333
717167283,"$9,165.00",0,9165.0,1846,56,0.0,0.597,0.647
713371233,"$11,583.00",631,10952.0,3320,55,0.054,0.714,0.774
778426608,"$1,438.30",702,736.3,1805,53,0.488,0.805,0.606
713823033,"$8,149.00",0,8149.0,808,30,0.0,0.331,0.111
787515333,"$3,616.00",1151,2465.0,820,21,0.318,0.687,0.75
710944608,"$8,434.00",2222,6212.0,1414,27,0.263,0.691,0.929
718444233,"$9,791.00",1311,8480.0,1649,59,0.134,0.704,0.513
771099183,"$8,444.00",1945,6499.0,2497,74,0.23,0.703,0.609
770241333,"$2,228.00",1003,1225.0,2104,44,0.45,1.119,0.467
710819733,"$12,211.00",0,12211.0,903,29,0.0,0.642,0.526
772155108,"$1,438.30",0,1438.3,1445,38,0.0,0.702,0.31
798796233,"$1,586.00",1038,548.0,1724,24,0.654,0.973,0.714
815472108,"$2,247.00",1045,1202.0,1300,31,0.465,0.952,0.55
769145733,"$2,789.00",1584,1205.0,2688,60,0.568,0.996,0.714
783364233,"$4,241.00",0,4241.0,1798,45,0.0,0.607,0.731
772236108,"$8,398.00",1892,6506.0,1489,29,0.225,0.861,0.526
715640358,"$4,112.00",768,3344.0,1334,40,0.187,0.413,0.429
713529858,"$15,578.00",1383,14195.0,2492,71,0.089,0.794,0.614
715684308,"$4,008.00",1636,2372.0,1395,43,0.408,0.637,0.955
709451508,"$12,766.00",0,12766.0,1191,28,0.0,0.668,0.647
709204158,"$3,438.00",1129,2309.0,2331,56,0.328,0.605,0.436
713182458,"$16,692.00",2446,14246.0,1288,29,0.147,0.853,0.45
710624658,"$4,066.00",1639,2427.0,3040,56,0.403,1.749,0.931
716355783,"$13,080.00",0,13080.0,1999,44,0.0,0.685,0.571
716793108,"$1,934.00",1070,864.0,2334,61,0.553,0.448,0.452
716162583,"$3,230.00",2517,713.0,1931,57,0.779,0.615,0.425
714051033,"$3,615.00",1699,1916.0,1967,40,0.47,0.576,0.538
715007583,"$1,801.00",0,1801.0,3193,62,0.0,1.234,1.48
719139558,"$2,665.00",1567,1098.0,2514,64,0.588,0.586,0.455
794632308,"$28,822.00",2517,26305.0,1504,35,0.087,0.492,0.296
770662383,"$14,632.00",1158,13474.0,1399,36,0.079,0.501,0.5
714787383,"$6,715.00",1314,5401.0,1731,41,0.196,0.987,0.519
714700158,"$6,658.00",1761,4897.0,1309,40,0.264,0.489,0.6
710581758,"$3,360.00",1219,2141.0,1309,30,0.363,0.412,1.0
720497958,"$14,853.00",0,14853.0,1800,41,0.0,1.025,0.519
720920058,"$4,800.00",1212,3588.0,2935,62,0.252,1.254,0.879
710872233,"$4,610.00",0,4610.0,2280,49,0.0,0.794,0.4
709855608,"$1,438.30",981,457.3,1114,33,0.682,0.663,0.65
815484783,"$8,377.00",1211,7166.0,1797,44,0.145,0.813,1.2
771602883,"$4,147.00",1719,2428.0,1776,44,0.415,0.875,0.571
755953308,"$2,644.00",2207,437.0,1194,30,0.835,0.866,0.765
758408883,"$13,355.00",1631,11724.0,1921,37,0.122,1.113,0.85
717940008,"$3,251.00",1887,1364.0,3228,67,0.58,1.007,0.763
720917808,"$2,100.00",950,1150.0,2623,74,0.452,0.764,1.114
812801958,"$3,566.00",1401,2165.0,2425,54,0.393,0.903,0.8
714997683,"$14,915.00",1111,13804.0,1388,35,0.074,0.846,0.667
709379283,"$13,003.00",0,13003.0,1697,40,0.0,0.877,1.105
711840408,"$2,492.00",1424,1068.0,1375,30,0.571,0.485,0.364
785328408,"$1,758.00",1180,578.0,2013,41,0.671,0.744,0.367
719873808,"$5,510.00",1604,3906.0,1995,53,0.291,0.551,0.262
715528983,"$17,196.00",1646,15550.0,1466,41,0.096,0.542,1.278
720254883,"$5,877.00",1697,4180.0,2494,58,0.289,1.058,0.706
811980858,"$7,667.00",0,7667.0,1501,35,0.0,0.632,0.667
711330408,"$2,939.00",1865,1074.0,2077,47,0.635,0.932,0.679
718465458,"$5,898.00",1348,4550.0,1002,21,0.229,0.64,1.333
710616183,"$19,995.00",0,19995.0,1879,34,0.0,0.65,0.7
714580158,"$2,773.00",2080,693.0,3567,73,0.75,0.695,0.622
710798883,"$3,323.00",2310,1013.0,1599,47,0.695,0.749,0.808
720511608,"$16,049.00",799,15250.0,1989,33,0.05,0.777,0.571
708913233,"$3,601.00",1236,2365.0,1802,34,0.343,0.726,0.478
788038383,"$2,307.00",1385,922.0,2440,48,0.6,1.515,0.846
719905908,"$3,742.00",1175,2567.0,1505,31,0.314,0.514,0.824
807044958,"$2,937.00",869,2068.0,2171,45,0.296,1.493,0.875
719514783,"$3,209.00",2517,692.0,1292,37,0.784,0.431,0.762
787643658,"$12,554.00",2169,10385.0,1422,30,0.173,0.529,0.579
779138883,"$4,702.00",0,4702.0,1673,44,0.0,0.578,0.257
708173433,"$5,645.00",2324,3321.0,2482,57,0.412,0.655,0.727
778401033,"$14,308.00",1889,12419.0,1659,39,0.132,1.053,1.167
818375733,"$4,882.00",695,4187.0,1544,44,0.142,0.508,0.517
711048783,"$33,405.00",0,33405.0,1345,34,0.0,0.535,0.619
721415658,"$2,700.00",2220,480.0,2901,59,0.822,1.595,1.36
717961458,"$2,934.00",2381,553.0,3396,64,0.812,0.762,0.778
718563483,"$1,548.00",0,1548.0,2611,64,0.0,0.828,0.455
717128283,"$5,525.00",2409,3116.0,2305,33,0.436,0.929,0.941
718068933,"$5,750.00",1521,4229.0,2155,61,0.265,0.837,0.605
718623783,"$27,157.00",1547,25610.0,1535,38,0.057,0.487,0.267
716565258,"$12,830.00",0,12830.0,2526,54,0.0,0.774,0.588
712505658,"$5,530.00",1999,3531.0,1766,45,0.361,1.018,0.667
792565908,"$2,684.00",1474,1210.0,2346,51,0.549,1.042,1.04
709267308,"$2,437.00",1400,1037.0,1651,32,0.574,0.779,1.0
710035008,"$3,827.00",1397,2430.0,2491,64,0.365,0.88,1.0
790082508,"$34,516.00",1658,32858.0,2935,65,0.048,1.095,0.711
716866308,"$5,940.00",1101,4839.0,1872,34,0.185,0.942,1.125
709707033,"$13,162.00",0,13162.0,1424,38,0.0,0.512,0.583
718346658,"$1,963.00",1357,606.0,1861,51,0.691,0.689,0.7
824157858,"$18,713.00",1022,17691.0,1524,42,0.055,0.682,0.615
709735008,"$3,023.00",1435,1588.0,1920,34,0.475,0.62,0.619
814593858,"$6,103.00",1798,4305.0,1468,34,0.295,0.705,0.619
718416858,"$10,607.00",2517,8090.0,1903,40,0.237,1.197,0.538
710307933,"$2,917.00",2517,400.0,2471,60,0.863,0.833,0.875
715870758,"$34,516.00",1018,33498.0,2350,55,0.029,1.129,0.774
713819283,"$25,197.00",2517,22680.0,3002,58,0.1,0.721,0.812
710424408,"$2,743.00",1815,928.0,1210,25,0.662,0.567,1.273
709493283,"$4,111.00",1233,2878.0,1289,36,0.3,0.478,0.5
712489158,"$3,667.00",948,2719.0,2781,59,0.259,0.641,0.844
719013108,"$3,178.00",1800,1378.0,4605,86,0.566,0.89,0.623
721178583,"$5,674.00",0,5674.0,1096,29,0.0,0.906,0.526
717769008,"$11,444.00",1278,10166.0,2493,44,0.112,1.31,0.913
709986633,"$1,438.30",0,1438.3,2144,41,0.0,0.742,0.577
721062408,"$6,387.00",1597,4790.0,1294,26,0.25,0.689,0.529
771349458,"$5,657.00",1792,3865.0,1914,46,0.317,0.904,0.769
780557658,"$11,827.00",0,11827.0,1395,37,0.0,0.921,0.609
771441558,"$2,608.00",1589,1019.0,2073,47,0.609,0.982,0.516
756409758,"$3,203.00",2076,1127.0,1433,38,0.648,0.543,1.0
720009558,"$34,516.00",1540,32976.0,2574,72,0.045,1.038,0.756
778885158,"$2,472.00",2457,15.0,1392,33,0.994,0.693,0.737
715543908,"$2,147.00",1173,974.0,1352,37,0.546,0.653,0.37
717591483,"$3,416.00",2044,1372.0,1924,48,0.598,0.994,0.92
715042608,"$8,058.00",791,7267.0,2742,42,0.098,1.787,2.0
755959683,"$3,410.00",2281,1129.0,1296,31,0.669,0.518,0.348
715367058,"$19,044.00",0,19044.0,1780,44,0.0,0.721,0.76
714573258,"$1,606.00",798,808.0,2229,45,0.497,0.59,1.045
712281183,"$24,336.00",856,23480.0,1425,33,0.035,0.459,0.65
717670758,"$5,030.00",1327,3703.0,2523,71,0.264,0.803,0.775
720666333,"$24,577.00",0,24577.0,1897,39,0.0,0.75,0.393
771556308,"$3,517.00",1195,2322.0,2255,48,0.34,0.556,0.5
708931908,"$7,400.00",636,6764.0,1568,51,0.086,0.972,0.5
718894233,"$2,956.00",1391,1565.0,2116,63,0.471,0.698,0.575
771544533,"$3,578.00",0,3578.0,1015,36,0.0,0.759,0.44
708927108,"$12,778.00",507,12271.0,1133,28,0.04,0.967,0.4
717831783,"$1,942.00",1536,406.0,1371,38,0.791,0.615,0.407
709288383,"$29,961.00",789,29172.0,2337,69,0.026,0.833,0.605
710813733,"$33,791.00",0,33791.0,1546,41,0.0,0.712,0.577
721084833,"$17,657.00",2018,15639.0,1682,39,0.114,0.55,0.95
711258108,"$2,821.00",2415,406.0,1419,36,0.856,0.441,0.8
710149008,"$1,479.00",787,692.0,2139,70,0.532,0.865,0.556
711902058,"$1,438.30",0,1438.3,2492,55,0.0,1.623,0.897
716757033,"$6,859.00",1766,5093.0,3045,56,0.257,1.186,0.697
712688433,"$3,404.00",1568,1836.0,2406,65,0.461,1.055,0.857
713203908,"$2,158.00",1695,463.0,1833,27,0.785,0.766,0.588
711772008,"$1,890.00",666,1224.0,1483,36,0.352,0.691,0.5
708799983,"$18,386.00",890,17496.0,1698,43,0.048,0.361,0.483
778882758,"$3,602.00",2013,1589.0,1935,47,0.559,0.839,1.474
709157133,"$3,766.00",1049,2717.0,1514,51,0.279,0.666,0.645
741344808,"$5,634.00",2057,3577.0,2905,63,0.365,1.399,0.969
739692933,"$3,126.00",2517,609.0,1638,41,0.805,1.235,0.519
766429908,"$3,017.00",786,2231.0,1640,37,0.261,1.081,0.762
802087683,"$5,478.00",1491,3987.0,2456,55,0.272,1.304,0.571
712491108,"$13,046.00",1177,11869.0,2601,52,0.09,1.214,0.733
714767508,"$8,687.00",1146,7541.0,2279,33,0.132,1.8,1.357
720376008,"$6,174.00",1421,4753.0,2043,52,0.23,0.669,0.793
779126658,"$5,655.00",0,5655.0,2312,61,0.0,0.842,0.649
793222008,"$5,397.00",1784,3613.0,2056,49,0.331,0.904,0.633
720812433,"$28,465.00",0,28465.0,1693,37,0.0,0.696,1.056
717623583,"$3,444.00",2441,1003.0,2668,51,0.709,1.563,0.545
708878508,"$2,104.00",1267,837.0,1732,35,0.602,0.677,1.059
710043408,"$15,610.00",2048,13562.0,1916,58,0.131,0.657,0.526
789079758,"$34,516.00",1356,33160.0,1531,48,0.039,1.169,0.655
721311333,"$16,912.00",1590,15322.0,2413,41,0.094,1.274,0.708
710749458,"$5,462.00",1864,3598.0,1523,35,0.341,0.67,0.667
778275783,"$2,868.00",1434,1434.0,2909,64,0.5,0.777,0.488
799498158,"$2,685.00",1580,1105.0,1642,36,0.588,0.727,0.636
716334258,"$5,238.00",1365,3873.0,1834,43,0.261,1.027,1.263
716075208,"$4,561.00",2029,2532.0,1874,38,0.445,0.768,0.52
780276258,"$13,091.00",985,12106.0,1452,37,0.075,0.322,0.276
789282333,"$10,826.00",1274,9552.0,1355,34,0.118,0.602,0.619
811571733,"$2,600.00",1876,724.0,2625,45,0.722,0.606,0.364
709429533,"$2,561.00",0,2561.0,2047,41,0.0,1.021,0.864
715247508,"$7,087.00",1060,6027.0,1712,37,0.15,0.709,0.609
718784358,"$34,516.00",2517,31999.0,1969,46,0.073,0.975,1.3
751450008,"$10,266.00",1390,8876.0,1720,42,0.135,0.593,0.556
