CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Contacts_Count_12_mon
720863133,65.0,M,1,Graduate,Married,4
714957108,33.0,F,3,High School,Married   ,3
790102008,37.0,M,3,Doctorate,Single,3
781933983,47.0,M,4,Graduate,Married,4
712643358,59.0,F,0,High School,Married,4
716686158,59.0,F,0,Post-Graduate,Married,3
806894133,34.0,F,3,Post-Graduate,Single,4
721344858,26.0,M,0,Uneducated,Single,4
813230208,45.0,M,4,College,Single,3
716835033,54.0,F,2,Graduate,Married,2
787500333,52.0,M,2,Post-Graduate,Single,3
768582033,47.0,M,3,High School,Married,4
713992158,57.0,F,4,Unknown,Married,2
719916408,34.0,M,5,Graduate,Married,2
789433758,36.0,M,0,College,N/A,2
785011383,36.0,F,0,Uneducated,Married   ,4
719283633,57.0,F,3,Uneducated,Married,3
710816358,29.0,FEMALE,1,Post-Graduate,Married,2
779653458,37.0,M,3,Graduate,Married,3
716382708,46.0,F,2,Graduate,Single,3
710387583,55.0,M,0,High School,Married,4
718772133,56.0,M,3,Graduate,Married,3
711224733,32.0,M,0,High School,Married,4
718360083,39.0,M,4,Uneducated,Married,2
716102583,63.0,F,1,Graduate,Married,3
720673008,49.0,F,3,Unknown,Divorced,4
708459633,38.0, M ,2,High School,Married,3
712868733,60.0,M,0,Uneducated,Married   ,2
713790708,38.0,M,3,Uneducated,Married,3
717648783,63.0,M,2,High School,Married,3
714709983,43.0,F,2,College,Married   ,4
819409608,39.0,F,2,Graduate,Married,4
717585858,35.0,F,4,High School,Single,4
791856033,45.0,M,2,College,Divorced,4
714474483,35.0,FEMALE,1,Graduate,Married,2
716448783,48.0,m,3,Graduate,Married,3
711065133,26.0,M,1,High School,Single,4
713769258,36.0,M,3,College,Married,3
712288158,37.0,M,2,College,Married,2
714130233,39.0,M,2,Unknown,Married,2
789127533,49.0, M ,4,High School,Divorced,2
717038733,56.0,m,3,Uneducated,Married,3
804840033,45.0,M,2,College,Married,4
709363383,34.0,M,2,High School,Single,2
789760233,29.0,M,0,Unknown,Divorced,3
712058958,28.0,M,0,High School,Single,4
708295533,65.0,m,0,Post-Graduate,Married,2
817686633,26.0,F,1,College,Single,4
713738883,57.0,F,3,Uneducated,Married   ,3
721310283,47.0,M,3,Graduate,Single,4
803132733,54.0,F,1,Graduate,Married,2
779852133,48.0,M,2,Unknown,Married,4
716210283,36.0,F,1,High School,Married,4
711615933,43.0,FEMALE,3,Graduate,Married,2
785311158,54.0,FEMALE,2,Graduate,Single,4
717267108,-99.0,M,1,College,Single,2
711636558,33.0,m,3,Graduate,Married,4
717504258,38.0,M,2,College,Married,4
718242333,36.0,M,4,Graduate,Single,2
771844458,40.0,F,3,Graduate,Married,2
708892833,37.0, M ,2,Graduate,Married,4
779465358,26.0,F,0,High School,Single,3
720191883,45.0,M,3,High School,Single,3
710934033,26.0, M ,0,High School,Single,4
714473658,42.0,M,3,Graduate,Single,2
716569983,33.0,M,2,College,Married,2
789833583,57.0,F,4,High School,Married,4
818923158,55.0, M ,2,Graduate,Married,4
716596308,40.0, M ,3,Uneducated,Single,3
716620458,32.0,M,1,High School,N/A,3
710251608,62.0,F,1,High School,Married,4
710633808,26.0,M,0,Graduate,Single,3
719318583,37.0,M,3,High School,Married,4
819202533,57.0,M,1,Doctorate,Married,3
827360883,47.0,F,3,High School,Married,2
771196083,47.0,M,4,Graduate,Married,3
809962908,48.0,F,2,Graduate,Single,4
788965683,49.0,F,4,Uneducated,Married,3
817142433,35.0, M ,3,Graduate,Married,4
716993058,57.0,M,3,Unknown,Divorced,3
771040758,62.0,F,0,Graduate,Single,2
713309583,55.0,F,2,College,Married,4
710273658,36.0,M,2,Graduate,Married,3
771429408,54.0, M ,1,High School,Married,2
719452308,30.0,F,0,Graduate,Married,3
818908833,46.0,M,3,Graduate,Married,2
780998133,43.0,M,3,Graduate,Married,4
801726933,34.0,M,2,Graduate,Married,3
788474658,55.0,M,3,Graduate,Married,4
708438033,36.0,F,2,Unknown,Married,4
710562258,44.0,M,1,Graduate,Married   ,3
770764908,39.0,M,2,Unknown,Married,3
814776033,34.0,M,2,Graduate,Married   ,3
715057383,40.0,M,3,Graduate,Married,4
717970158,42.0,M,2,College,Single,2
715168008,36.0,FEMALE,3,Graduate,Divorced,3
720802833,26.0,F,1,High School,Single,3
789370383,42.0,M,1,High School,Married   ,2
711782733,55.0,M,0,Graduate,Married,2
709000008,45.0,M,3,Unknown,Single,2
719381733,61.0,M,2,High School,Married   ,3
771169458,41.0,M,4,College,Married   ,0
709974108,35.0,F,1,Graduate,Single,3
757024233,34.0,M,2,Graduate,Married   ,4
768928833,37.0,M,2,High School,Married,4
720504633,46.0,M,2,Uneducated,Unknown,3
812441358,26.0,FEMALE,1,College,Divorced,2
713287608,54.0,F,3,High School,Married,4
711357858,47.0,m,3,Graduate,Single,4
715478733,56.0,F,5,Graduate,Married,4
780382008,42.0,F,4,Unknown,Single,2
715749858,30.0,M,1,Unknown,Married,3
710951808,32.0,M,1,Unknown,Married,3
713469333,40.0,FEMALE,2,High School,Single,4
719243808,33.0,F,1,Graduate,Married,4
772202058,64.0, M ,0,Graduate,Married,4
711346383,33.0,M,1,High School,Single,3
711405333,52.0,M,3,Post-Graduate,Married,2
778407033,59.0,F,0,Uneducated,Married   ,4
714862083,41.0,F,4,Uneducated,Single,3
711199008,38.0,M,2,Unknown,Married,2
709858533,29.0,M,2,Graduate,Divorced,2
718627458,43.0,F,3,Doctorate,Married,2
711816108,40.0,M,3,High School,Single,4
717105258,37.0,F,1,Graduate,Married,3
715822008,32.0,M,1,High School,Married   ,2
714971583,36.0,M,2,Graduate,Married   ,2
713663508,58.0,M,0,High School,Unknown,3
709025583,53.0,M,3,High School,Married,3
812809083,37.0,F,3,Unknown,Single,4
714073983,47.0,M,2,Unknown,Single,3
789297558,36.0,M,1,Uneducated,Single,2
710375283,26.0,F,0,Uneducated,Single,2
712189233,38.0,F,1,Graduate,Married,3
713767383,32.0,F,0,High School,Married,2
797414733,37.0,F,3,Graduate,Single,4
712452033,26.0, M ,1,Unknown,Single,3
714151533,55.0,F,1,Graduate,Married,4
720440583,35.0,M,2,Unknown,Married,2
787494783,58.0,M,3,High School,Married,2
819966033,32.0,M,0,Graduate,Single,3
710297133,47.0,M,3,High School,Married,3
793355508,32.0,M,0,Graduate,Single,3
708580908,56.0,M,3,High School,Married,3
719826333,34.0,F,2,Doctorate,Single,2
780689733,65.0,M,0,Unknown,Single,2
744764433,55.0,M,2,Uneducated,Married,3
714902283,43.0,M,0,High School,Married,3
789309558,31.0,M,2,College,N/A,4
713188383,54.0,F,1,College,Married,4
719506983,52.0,M,3,Graduate,Married,4
714804483,48.0,M,3,College,Divorced,3
748503708,54.0,FEMALE,1,High School,Single,3
803587533,33.0,M,1,Uneducated,Single,4
789777408,26.0, M ,0,Post-Graduate,Single,3
716811483,30.0,F,2,Uneducated,Married,1
714118383,49.0,FEMALE,5,Graduate,Married,3
720532908,36.0,F,2,Unknown,N/A,2
765055833,56.0,FEMALE,4,Unknown,Married,2
715310208,53.0,M,3,Uneducated,Married,1
718577958,39.0,M,2,Uneducated,Married,4
789167658,34.0,M,3,College,Married,2
789987183,53.0,M,2,College,N/A,4
717730533,32.0,M,0,Graduate,Single,3
708668283,39.0,M,2,Graduate,Married   ,2
772360683,57.0,M,1,High School,Married,4
712500933,48.0,F,4,Graduate,Single,4
804867183,37.0,M,3,Unknown,Married,4
826068183,36.0,M,1,Graduate,Married,3
820044333,39.0,M,3,College,Divorced,2
714211533,31.0, M ,0,Graduate,Divorced,2
710287533,31.0,M,2,Graduate,Married   ,4
720603558,36.0,M,4,Graduate,Single,1
819258408,47.0,m,5,Graduate,Single,4
717664008,37.0,M,3,College,Married,4
717437058,38.0,m,2,Unknown,Divorced,0
717327783,39.0,M,2,Graduate,Married,2
712887633,39.0,M,1,Unknown,Single,3
716129208,37.0,M,3,Graduate,Married,3
718037433,58.0,M,1,Graduate,Married,2
709839858,58.0,m,2,Graduate,Married,3
719686458,37.0,M,3,Graduate,Married,1
721434483,54.0,M,3,Graduate,Married,2
716096358,45.0,F,3,Uneducated,Single,1
718244958,36.0,F,2,Graduate,Married,2
711315783,53.0,M,3,Graduate,Married,2
821296083,34.0,F,1,College,Married,3
711562833,35.0,FEMALE,4,Graduate,Married,4
716447733,32.0,M,3,Graduate,Married,3
719591283,38.0,M,2,Uneducated,Married,4
789911808,37.0,M,3,Uneducated,Married,2
713195808,37.0,F,3,High School,Married,4
717866133,47.0, M ,2,Graduate,Single,3
716670783,52.0,F,3,Doctorate,Married   ,1
789197508,54.0,M,3,High School,Married,4
713108433,53.0,M,3,College,Married   ,4
711403383,33.0,FEMALE,3,College,Single,1
768212583,49.0,M,2,Graduate,Married,4
720181758,37.0,M,0,Doctorate,Married,4
710632683,31.0,M,1,Uneducated,Married   ,3
711836733,43.0,M,3,Graduate,Married   ,3
771183933,39.0, M ,1,Uneducated,Married,3
711327558,38.0,M,2,High School,Married,1
788971308,62.0,F,1,Uneducated,Married,2
718950483,58.0, M ,1,Unknown,Married,2
714278958,39.0,F,2,High School,Married,3
711817158,30.0,M,2,College,Divorced,4
765824058,46.0,FEMALE,4,Doctorate,Married,1
710109633,39.0,M,2,College,Married,2
713643858,53.0,F,1,College,Married,2
716399583,34.0,M,1,Uneducated,Married,1
714516783,54.0,F,0,Graduate,Divorced,1
710490708,54.0,M,3,High School,Single,3
780662133,39.0,M,2,Uneducated,Married   ,5
715389708,36.0,F,3,Graduate,Married   ,2
789607983,38.0,M,3,High School,Married,2
720171033,45.0,M,4,Unknown,Married,1
815104608,28.0,F,0,Graduate,Divorced,3
719660658,37.0,F,1,High School,Single,2
714159858,57.0,M,0,Graduate,Married,2
714225333,48.0,F,4,Graduate,Married,1
712204308,33.0,M,0,Unknown,Single,1
718468158,38.0,M,1,Uneducated,Married,3
711575058,36.0,M,3,Unknown,Married,2
735417408,37.0,M,2,High School,Married,2
717171408,36.0,M,1,Unknown,Married,1
814312308,54.0,F,3,Uneducated,Married   ,2
711786108,52.0,M,1,Graduate,Married,2
712905708,53.0,F,1,Graduate,Married,4
720050208,27.0,F,1,High School,Single,3
793952133,32.0,F,0,High School,Married,3
798140283,57.0,M,4,Graduate,Married,1
720427683,58.0,M,2,Uneducated,Single,4
789970233,54.0,F,2,High School,Married,1
713893308,45.0,M,3,Graduate,Divorced,1
718843608,36.0,F,2,Post-Graduate,Married   ,4
752085108,39.0,F,2,Graduate,Married,2
789435783,39.0,F,1,Graduate,N/A,2
711032058,34.0,M,3,High School,Single,3
784719708,54.0,F,2,Uneducated,Married,1
804663258,54.0,M,2,High School,Married,4
716900433,36.0, M ,2,Graduate,Married   ,2
720909408,37.0,M,2,High School,N/A,2
712187808,27.0,M,0,Uneducated,Married   ,4
718428033,55.0,F,4,Graduate,Single,1
714892533,26.0,M,0,Unknown,Single,2
714985458,56.0,M,1,Graduate,Married,3
716647983,58.0,F,2,Graduate,Married,1
712340733,42.0,F,2,Graduate,Unknown,2
719293533,30.0,M,1,College,Married   ,3
715257708,38.0,M,1,High School,Married,1
708331758,47.0,F,2,Uneducated,Divorced,4
709501683,33.0,F,1,Graduate,Single,2
711692508,54.0,F,2,Post-Graduate,Married,3
715612983,65.0,F,1,Graduate,Single,4
709674333,33.0,M,2,High School,Single,1
805522758,44.0,F,1,Doctorate,Divorced,4
781013958,57.0,F,3,Unknown,Married,2
717495258,34.0,M,3,Uneducated,Married,2
795052083,63.0,F,0,Uneducated,Single,4
773389908,37.0,F,3,High School,Married   ,3
719320833,39.0,M,2,Post-Graduate,Married,2
816843933,39.0,M,2,High School,Married   ,3
789196158,55.0,M,1,Graduate,Married,4
717930483,37.0,M,2,Graduate,Single,0
773442258,57.0,M,1,Doctorate,Married,2
719872833,45.0,F,2,Graduate,N/A,3
721491258,53.0,M,4,Graduate,N/A,2
770575233,37.0,M,2,Graduate,Single,2
715800708,60.0,F,0,Uneducated,Married,2
719996958,29.0,F,0,Uneducated,Single,4
719889408,56.0,F,4,Uneducated,N/A,5
708811233,37.0,M,2,Graduate,Married,1
794627208,43.0,M,1,High School,Married   ,2
719020983,58.0,m,1,Graduate,Married,1
719131533,29.0,F,0,Post-Graduate,Divorced,4
710449983,38.0,M,2,High School,N/A,2
715651833,65.0,M,1,Unknown,Married   ,4
720714933,62.0,F,1,Graduate,Married,2
789170283,53.0,M,1,Graduate,Unknown,4
810201783,26.0,F,0,Graduate,Single,3
715517733,46.0,F,3,High School,Single,4
709042908,51.0,FEMALE,1,College,Married,1
715023333,39.0,M,2,Uneducated,Married,4
720801033,51.0,F,1,High School,Married,3
714345783,59.0,FEMALE,2,High School,Married,2
779209083,56.0,M,3,Unknown,Married,4
713972658,56.0,F,2,Graduate,Married,2
710782458,31.0,FEMALE,1,Graduate,Married,5
711142308,37.0,M,0,High School,Divorced,5
824789283,36.0,M,2,High School,Single,2
715187733,26.0,F,1,Unknown,Single,3
721014858,61.0,F,0,Graduate,Married,2
710363433,26.0,M,0,High School,Married   ,3
715479483,35.0,M,2,College,Married,4
708243483,53.0,M,3,College,Married,5
714770808,59.0,M,2,High School,Married,5
720626058,37.0,M,1,Graduate,Single,4
709185108,38.0,M,3,High School,Married,2
719596908,56.0,F,5,Doctorate,Married,2
719273733,37.0,M,2,Uneducated,Married,5
717348258,33.0,M,1,Graduate,Married,3
770882508,38.0,M,2,College,Married,5
799026633,56.0,M,1,Uneducated,Married,5
718777008,59.0,FEMALE,0,High School,Married,2
713352183,30.0,m,1,Post-Graduate,Married   ,2
716128083,56.0,M,2,High School,Married,3
721288158,33.0,M,2,Unknown,Single,2
757881258,31.0,M,0,Graduate,Divorced,2
715843533,26.0,M,1,College,Single,3
717234183,29.0,M,1,Graduate,Married,4
717260058,53.0,F,2,Uneducated,Married,5
709710783,35.0,F,0,High School,Single,4
787284858,35.0,FEMALE,2,Uneducated,Unknown,2
815845758,56.0,F,4,High School,Married   ,3
720639783,35.0,F,1,Uneducated,Married   ,2
713331408,35.0,M,3,Uneducated,Married,5
778693458,32.0,M,1,High School,Married   ,3
788610258,49.0,M,4,College,Unknown,4
711173883,36.0,M,4,Graduate,Divorced,2
717628608,37.0,m,3,Unknown,Married,5
789261558,58.0,M,1,High School,N/A,4
770647233,35.0,F,2,High School,Married,3
712826208,39.0,F,2,Graduate,Married,2
718181433,65.0, M ,0,Uneducated,Single,2
714460683,65.0,M,0,High School,Married,5
716460933,51.0,M,2,Unknown,N/A,4
710787708,56.0,F,1,Uneducated,Married,5
713800158,58.0,M,0,High School,Married,2
712551258,39.0,FEMALE,1,Uneducated,Married,3
715379133,51.0,F,1,College,Married   ,2
712091433,58.0,M,4,Uneducated,Single,3
771756333,34.0,FEMALE,3,Graduate,Married,3
779895108,39.0,M,3,Unknown,Single,4
771976683,54.0,F,1,College,Married,2
716800908,26.0,F,2,High School,Single,3
789413958,53.0,M,1,Graduate,Single,3
711574008,32.0, M ,3,College,Single,5
714138408,49.0,M,3,High School,Married,4
709334658,39.0,F,2,Uneducated,Married,5
709564683,32.0,M,2,Graduate,Married,5
772292358,30.0,M,1,College,Divorced,3
712933083,37.0,M,1,Uneducated,Single,2
710497608,38.0,M,2,Uneducated,Single,2
721443408,46.0,FEMALE,2,Uneducated,Married   ,3
709149408,36.0,M,2,Uneducated,Married,4
708446808,33.0, M ,1,Post-Graduate,Married   ,2
824192658,58.0,F,3,Post-Graduate,Married   ,3
711625683,46.0,M,4,Doctorate,Married,5
717487983,39.0,M,5,Unknown,Married,3
717301908,54.0,F,2,Doctorate,Married,3
718435158,50.0,M,3,High School,Married,4
714797733,41.0,M,3,College,Single,4
719213133,53.0,M,1,Graduate,Unknown,2
798962058,36.0,m,5,Graduate,Married,3
718970058,38.0,M,3,Unknown,Married,4
713021208,55.0,F,2,College,Single,3
810856833,45.0,M,4,College,Unknown,2
787868958,36.0,M,2,High School,Single,3
708161133,45.0, M ,1,Graduate,Married   ,2
708174708,38.0,M,4,Graduate,Married,4
708735183,35.0,F,2,High School,Married,3
708445608,48.0,M,3,College,Married,3
778943883,51.0,M,2,Uneducated,Married   ,4
788810658,37.0,F,1,College,Single,5
789050883,33.0,m,2,Doctorate,Single,4
714531108,31.0,M,1,College,Married,3
711635358,40.0,F,4,College,Single,2
803648508,43.0,m,4,High School,Unknown,3
813200058,63.0,M,0,Graduate,Married,5
805261983,35.0,F,4,Unknown,Married,4
715206408,31.0,F,1,High School,Married   ,5
788684508,36.0,M,4,Uneducated,Married,3
737933883,34.0,M,1,High School,Married,2
768655158,29.0,M,0,Unknown,Married,2
774437583,55.0,M,1,Doctorate,Married,4
713104458,46.0,M,2,Graduate,Single,5
715462008,45.0,M,2,College,Married,2
715366083,52.0,F,0,Doctorate,Single,3
712322058,40.0,F,3,High School,Married,3
719737833,46.0,F,4,Uneducated,Married,2
789530208,54.0,F,2,Graduate,Married,2
717885183,36.0,M,1,Graduate,Single,2
716244033,44.0,M,3,Graduate,Married,3
711614658,37.0, M ,2,Uneducated,Single,3
804598908,35.0,M,3,Graduate,Single,3
719161683,64.0, M ,0,Unknown,N/A,4
719327808,52.0,F,2,Uneducated,Married,2
714038433,37.0,F,5,High School,N/A,2
710129283,45.0,F,4,Uneducated,Married,1
709367433,28.0,M,1,Unknown,Single,1
719729433,65.0,F,1,Graduate,Married,0
717192933,55.0,M,0,Graduate,Married,1
711734508,55.0,M,2,Graduate,Married,3
715153158,41.0,M,4,Uneducated,Single,4
712149033,57.0,F,2,High School,Married,1
713901108,37.0,M,2,High School,Married   ,4
719415858,29.0,M,0,College,Divorced,2
719385558,62.0,F,0,College,Married,2
779528658,42.0,M,4,College,Unknown,3
721508283,47.0,m,1,Graduate,N/A,1
757753083,44.0,F,0,Graduate,Married,2
797753283,34.0,F,1,High School,Married,4
807523008,37.0, M ,1,Graduate,Single,3
711416958,33.0,F,2,Graduate,Single,2
780865308,40.0,FEMALE,4,Uneducated,Married,2
708423933,51.0,M,2,Doctorate,Single,0
714321408,65.0,M,1,High School,Married,2
771852483,46.0,M,3,Graduate,Single,4
708185208,27.0,m,0,Graduate,Single,2
714920208,37.0,F,1,High School,Unknown,0
789952158,34.0,F,1,Doctorate,Married,3
713237958,34.0,M,0,Graduate,Married   ,4
715956258,35.0,F,1,Uneducated,Married,4
769196433,55.0,F,2,Post-Graduate,N/A,1
778942233,60.0,F,0,Doctorate,Married,4
708651933,56.0,M,2,Graduate,Married,2
720467583,52.0,M,2,High School,Single,2
716549058,45.0,F,4,Uneducated,Married,3
713533983,56.0,M,1,Graduate,Married,4
787463508,26.0,FEMALE,0,Graduate,Single,4
710256708,30.0,M,1,Unknown,Single,0
708980283,34.0,M,3,High School,Married   ,4
719484408,39.0, M ,3,Uneducated,Married,4
710023233,36.0,M,3,Graduate,Single,4
789101883,32.0,FEMALE,3,Unknown,Single,2
778381608,48.0,M,4,Doctorate,Single,4
787492908,50.0,F,2,Uneducated,Married   ,2
709932558,39.0,F,2,Uneducated,Married,2
780219483,61.0,F,0,Graduate,Married,1
708590658,65.0, M ,1,Unknown,Married,2
715143333,45.0,F,1,High School,Divorced,2
801048483,34.0,M,3,Uneducated,N/A,3
711913833,37.0,M,3,Graduate,Married,4
715413483,44.0,F,3,Graduate,Single,3
715750758,56.0,M,1,Uneducated,Married,1
714062958,36.0,M,4,Unknown,Single,2
710458758,65.0,F,0,Graduate,Married,5
719494983,26.0,M,0,Graduate,Single,3
710586483,26.0, M ,0,High School,Single,4
772637058,34.0,M,3,Uneducated,Married,4
718229133,51.0,M,2,College,Married   ,4
718423533,57.0,M,3,College,Unknown,4
781089708,30.0,m,0,Graduate,N/A,2
773082033,35.0,M,1,Post-Graduate,Married   ,4
815288583,32.0,M,0,Graduate,Married,2
720431433,62.0,M,1,Graduate,Married,2
709164408,32.0,M,1,Uneducated,Married,3
710567508,53.0,M,3,High School,Married,3
719427333,55.0,M,3,College,Married,4
714765408,26.0,F,1,Unknown,Married   ,3
709785783,35.0,F,0,Graduate,Single,4
809290308,31.0,F,0,Graduate,Married,1
779598183,53.0, M ,3,Unknown,Single,2
779783508,45.0,M,2,Graduate,Married   ,3
719568333,39.0,FEMALE,3,Unknown,Single,2
719207733,61.0,F,0,High School,Married,0
715533108,31.0,F,0,Uneducated,Single,4
714816258,37.0,M,2,Graduate,Single,2
787573683,41.0,M,3,Post-Graduate,Married,2
804310758,58.0,M,3,Graduate,Married,5
792912708,45.0,M,5,Graduate,Married,5
719078283,57.0,F,4,High School,Married,4
708620283,35.0, M ,1,Unknown,Single,2
770985633,39.0,M,2,Unknown,Married,2
780094008,55.0,M,3,Doctorate,Married   ,1
716420358,41.0,F,2,High School,Married,4
825756333,55.0,FEMALE,0,Uneducated,Married,1
755273658,52.0,F,2,Graduate,Married,3
709096908,57.0,M,2,Graduate,Married,1
714840858,40.0,F,3,High School,Unknown,4
721205508,47.0,M,4,High School,Married,4
786493908,42.0,F,4,Uneducated,Single,3
803963808,39.0,M,3,Graduate,N/A,5
806170158,39.0,M,4,Graduate,N/A,2
751469808,36.0,M,3,Graduate,Married   ,4
721055058,36.0,M,2,Uneducated,Married,5
709794333,29.0,M,0,Graduate,Married,4
718361583,56.0,F,2,Uneducated,Married,5
714327183,37.0,F,4,Graduate,Married,1
808909008,61.0,M,0,Post-Graduate,Married,4
716207508,36.0,M,3,High School,Married,4
768965208,51.0,F,1,Graduate,Married,2
720185058,46.0,M,3,Graduate,Married,4
715220508,31.0,F,0,High School,Married,1
712112733,33.0,M,2,Doctorate,Single,2
712298883,50.0,F,3,High School,Single,1
717813558,57.0,F,3,High School,Single,2
716823408,65.0,M,0,Doctorate,Single,2
719089383,48.0,M,2,High School,Married,1
710039208,57.0,F,3,Unknown,Married   ,1
780237033,63.0,F,1,Unknown,Married,3
720986958,50.0,F,2,Graduate,Divorced,5
709473708,39.0,M,3,Graduate,Married,3
708593883,39.0,M,2,College,Married,4
710241858,39.0,F,4,Unknown,Married   ,4
715392558,52.0, M ,1,Unknown,Single,2
717399183,37.0,M,1,Graduate,Married,1
817925058,50.0,F,2,Uneducated,N/A,4
716029158,59.0,M,0,Unknown,Married,5
715043508,38.0,M,2,Graduate,Unknown,4
716610558,65.0,F,0,High School,Single,3
716768808,57.0,M,1,Unknown,Married,4
795810633,65.0,m,0,Uneducated,Married,2
779925033,38.0,F,4,Graduate,Married,4
790225758,41.0,M,2,College,Single,3
713879283,55.0,F,2,Graduate,Married,2
715968858,28.0,M,0,Post-Graduate,N/A,2
767687208,31.0,FEMALE,2,Unknown,Single,3
778728783,39.0,F,2,Unknown,Married,1
713637783,44.0,F,3,Graduate,Married,0
718162908,55.0,M,3,College,Married,1
708664008,57.0,M,3,College,Married,4
711929058,28.0,m,0,High School,Married,5
770781558,35.0,F,2,Graduate,Married,2
790048158,46.0,m,4,College,Married,3
721258158,65.0,FEMALE,1,Uneducated,N/A,5
786480183,50.0,F,2,Uneducated,Married,5
721378008,31.0,M,0,Uneducated,Divorced,2
786566733,49.0,M,2,Unknown,N/A,5
794551383,50.0,F,3,College,Single,4
820981383,44.0,F,4,High School,N/A,4
713366583,63.0,F,1,High School,Married,3
767311008,41.0,M,1,Graduate,Divorced,3
716624133,56.0,M,1,Unknown,Married,3
712727283,55.0,M,1,Graduate,Married,3
716059608,48.0,F,4,College,Single,3
708292833,35.0,M,2,High School,Single,3
720013083,30.0,F,0,Post-Graduate,Single,2
710540883,37.0,M,3,High School,Single,2
709212183,53.0,F,2,Graduate,Married,3
713424108,37.0,M,1,Graduate,Single,3
718476033,65.0,F,0,Uneducated,Married   ,5
815001108,48.0,M,2,Doctorate,Single,2
709802208,37.0,M,1,Graduate,Married,4
713445183,35.0,M,1,High School,Married   ,2
717310458,35.0,F,3,Graduate,N/A,2
789158433,49.0,F,2,High School,Unknown,2
788761608,26.0,F,0,High School,Single,4
709916058,58.0, M ,1,Unknown,Married,3
789804933,29.0,F,2,Uneducated,Single,2
780070833,58.0,FEMALE,2,Unknown,Married,2
772776033,33.0,M,2,College,Married   ,3
719804208,36.0,FEMALE,2,Graduate,Married,3
715077483,47.0,F,3,Doctorate,Married,4
717000858,41.0, M ,2,Graduate,Married   ,2
792402483,46.0,M,4,Graduate,Married   ,1
712973733,58.0,m,4,Graduate,Married,2
813213558,53.0,FEMALE,1,Doctorate,Single,3
718215033,54.0,F,3,Unknown,Married,4
717207408,39.0,F,1,Uneducated,Divorced,2
711426033,49.0,M,2,Graduate,Married,2
719233833,35.0,F,3,High School,Married,4
716864733,47.0,M,3,College,Married   ,3
821168733,38.0,M,3,Graduate,Married,3
710135058,56.0,M,1,Graduate,Married,0
720228708,56.0,M,2,High School,Married,3
718618458,38.0,M,3,High School,Single,4
719470458,46.0,M,3,College,Single,3
719587158,37.0,M,1,High School,Single,3
715499808,63.0,m,0,Unknown,Married,4
718589133,65.0,m,1,Graduate,Single,2
789235383,38.0,m,4,College,Married,4
773364483,45.0,FEMALE,4,Doctorate,Unknown,2
713548158,26.0,M,0,College,Single,3
720264783,58.0,F,2,Graduate,Married   ,3
715319958,48.0,M,3,Uneducated,Married,4
710528583,26.0,F,0,Unknown,Single,4
809990883,48.0,F,3,Graduate,Single,2
714412308,33.0,M,3,Graduate,Married,5
772303458,62.0,F,0,Doctorate,Married,2
721243083,55.0,M,3,Uneducated,Divorced,4
711990933,40.0,F,2,Graduate,Single,2
819977058,46.0,M,2,High School,Single,2
721467258,58.0,M,1,High School,Married,5
719976558,47.0,M,2,Graduate,Unknown,4
718824783,50.0,M,2,Unknown,N/A,3
713303733,53.0,M,1,Graduate,Married,2
711129483,45.0,m,3,Graduate,Married,3
779618433,48.0,M,4,Uneducated,Married   ,2
797757333,43.0,m,3,Post-Graduate,Married,2
814497483,60.0,M,0,Uneducated,Married,2
709623483,56.0,M,2,High School,Married,3
709056558,43.0,F,3,College,Married,2
708238833,57.0,F,3,High School,Married   ,3
813261408,52.0,F,1,Uneducated,Married,3
720424608,56.0,F,1,Unknown,Married   ,2
798022683,43.0,M,1,Graduate,Married,3
769756983,38.0, M ,3,Graduate,Married,2
712674183,53.0,M,2,College,Married   ,1
708900408,52.0,F,1,Graduate,Divorced,4
713625483,58.0,M,2,College,Married,2
716869458,34.0,F,3,College,Single,1
788723133,36.0,M,1,High School,N/A,2
794462133,55.0,F,0,Graduate,Single,3
712604133,54.0,M,1,Uneducated,Married,4
714397983,36.0,M,2,College,Married,1
788269158,35.0,F,2,Graduate,N/A,0
715898058,53.0,M,2,Graduate,Married   ,3
711906033,48.0,F,3,Graduate,Married   ,2
711367308,37.0,M,3,Uneducated,Single,4
790186458,45.0,M,3,Uneducated,Single,0
712040433,54.0,F,1,High School,Married   ,3
709616958,38.0,M,2,High School,Married   ,4
714633858,35.0,F,2,College,Married   ,2
794818833,36.0,F,1,Uneducated,Single,2
711219333,33.0,M,1,Post-Graduate,Married,0
713384508,28.0,M,1,High School,Single,1
772514808,36.0,F,2,Uneducated,Single,4
710808108,34.0,F,3,College,Divorced,2
778973658,55.0,m,0,Doctorate,Married,4
712005108,61.0,F,0,Post-Graduate,Married,3
804577833,44.0,F,2,Graduate,Married,0
715028283,54.0,M,1,Graduate,Married,2
789786258,39.0,M,2,High School,Married,4
715421058,51.0,M,1,Unknown,Married,4
797166633,47.0,M,2,Unknown,Single,4
711041508,37.0,F,1,High School,Married,4
712847208,47.0,F,3,Graduate,Unknown,3
779174133,56.0, M ,3,Uneducated,Married,5
715680933,53.0,M,1,Graduate,Single,4
770871708,62.0,M,0,Graduate,Married,5
772643058,58.0,F,3,Graduate,Married,3
718199133,57.0,M,1,High School,Married,2
721475133,54.0,F,1,Doctorate,N/A,4
766322883,33.0,m,3,College,Single,5
771197433,54.0,F,1,Graduate,Married,4
